artist;song;duration_ms;year;tempo;genre;energy;key;loudness
The Rasmus;In the Shadows;257920;2003;105.991;metal;0.796;2;-4.481
Erykah Badu;Bag Lady;348893;2000;151.181;hip hop, R&B;0.416;5;-8.964
Guy Sebastian;Battle Scars (feat. Lupe Fiasco);250080;2012;83.993;pop;0.863;5;-2.632
Calvin Harris;Under Control (feat. Hurts);184280;2014;126.094;hip hop, pop, Dance/Electronic;0.915;8;-3.405
Snow Patrol;You're All I Have;273333;2006;132.013;World/Traditional, rock, pop;0.921;2;-4.554
Kesha;Blah Blah Blah (feat. 3OH!3);172053;2010;120.003;pop, Dance/Electronic;0.836;10;-3.173
Joe;Stutter (feat. Mystikal) - Double Take Remix;213026;2000;89.989;pop, R&B;0.759;6;-6.516
Nickelback;Far Away;238173;2005;132.918;rock, metal;0.797;6;-5.153
Britney Spears;Womanizer;224400;2008;139.0;pop;0.695;11;-5.226
Ying Yang Twins;Wait (The Whisper Song);179160;2005;102.017;hip hop, pop;0.513;7;-13.203
David Guetta;Play Hard (feat. Ne-Yo & Akon);201000;2012;130.072;hip hop, pop, Dance/Electronic;0.921;8;-1.702
Twenty One Pilots;Stressed Out;202333;2015;169.977;rock;0.637;4;-5.677
Drake;Passionfruit;298940;2017;111.98;hip hop, pop, R&B;0.463;11;-11.377
Ne-Yo;So Sick;207186;2006;92.791;pop, R&B;0.574;6;-8.336
Klangkarussell;Sonnentanz - Sun Don't Shine;238120;2014;119.74;pop, Dance/Electronic;0.549;5;-8.262
Bryson Tiller;Don't;198293;2015;96.991;hip hop, pop, R&B;0.356;11;-5.556
Sophie Ellis-Bextor;Murder On The Dancefloor;230013;2002;117.31;pop, Dance/Electronic;0.848;1;-5.285
Robyn;Dancing On My Own;288670;2010;117.015;pop, Dance/Electronic;0.865;6;-4.663
Jeezy;Soul Survivor;280013;2005;84.03;hip hop, pop;0.493;10;-7.728
Flo Rida;Right Round;204640;2009;124.986;hip hop, pop;0.672;7;-6.852
Megan Thee Stallion;Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign);199427;2019;98.985;hip hop, pop, R&B;0.814;0;-4.568
Juanes;La Camisa Negra;216706;2004;97.007;pop, latin;0.731;6;-4.419
Busta Rhymes;Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;238600;2001;89.767;hip hop, pop;0.793;6;-4.699
Jax Jones;All Day And Night;169303;2019;121.908;hip hop, pop, Dance/Electronic;0.782;1;-4.101
Shop Boyz;Party Like A Rock Star;253400;2007;144.972;hip hop, pop;0.709;7;-4.633
Coldplay;Violet Hill;222653;2008;76.093;rock, pop;0.58;1;-7.875
Desiigner;Tiimmy Turner;239853;2016;122.803;hip hop, pop;0.725;6;-3.054
The Saturdays;What About Us;220682;2013;123.973;pop, Dance/Electronic;0.68;7;-4.751
Sean Paul;Like Glue;232506;2002;97.917;hip hop, pop;0.78;1;-5.038
MARINA;How to Be a Heartbreaker;221493;2012;140.05;pop, Dance/Electronic;0.897;11;-4.696
ScHoolboy Q;Collard Greens;299960;2014;153.972;hip hop, pop;0.571;11;-4.871
Nelly Furtado;Say It Right;223080;2006;116.948;hip hop, pop, latin;0.872;1;-6.328
Darude;Sandstorm;225493;2001;136.065;pop, Dance/Electronic;0.965;11;-7.984
Shinedown;Second Chance;222066;2008;100.011;rock, metal;0.796;0;-4.501
Linkin Park;Breaking the Habit;196906;2003;100.021;rock, metal;0.849;4;-5.218
BLACKPINK;Kill This Love;189052;2019;131.98;pop;0.861;2;-4.141
Lady Gaga;Bad Romance;294573;2009;119.001;pop;0.921;0;-3.755
Chris Brown;Forever;278573;2008;120.005;hip hop, pop, R&B;0.82;11;-4.456
Post Malone;Wow.;149546;2019;99.96;hip hop;0.539;11;-7.359
Becky G;Sin Pijama;188560;2018;94.014;pop, latin;0.745;11;-3.695
Jamie Foxx;Blame It;289746;2008;176.052;hip hop, pop, R&B;0.614;7;-5.426
Christina Milian;AM To PM;231213;2001;105.005;hip hop, pop, R&B;0.868;10;-3.036
Bridgit Mendler;Ready or Not;200946;2012;93.043;pop;0.872;2;-3.835
Nick Jonas;Close;234213;2016;123.996;pop;0.623;6;-5.273
Brandy;Full Moon;248933;2002;105.922;hip hop, pop, R&B;0.654;10;-4.823
Jonas Brothers;Only Human;183000;2019;94.01;pop;0.496;0;-5.883
Kaiser Chiefs;Ruby;204200;2007;93.416;rock;0.939;5;-2.82
Alicia Keys;You Don't Know My Name;366733;2003;167.078;pop, R&B;0.663;9;-8.264
Mis-Teeq;All I Want - Sunship Radio Edit;207400;2004;134.079;pop, Dance/Electronic;0.919;9;-3.07
Green Day;21 Guns;321093;2009;159.779;rock;0.742;5;-4.939
La Roux;In For The Kill;248626;2009;150.01;pop, Dance/Electronic;0.969;8;-0.276
JAY-Z;Numb / Encore;205733;2004;107.045;hip hop;0.793;2;-4.254
JAY-Z;03' Bonnie & Clyde;205560;2002;89.64;hip hop;0.678;9;-5.148
Katy Perry;Unconditionally;228878;2013;129.003;pop;0.729;7;-4.813
Justin Timberlake;My Love (feat. T.I.);276160;2006;119.952;pop;0.68;11;-5.881
Jordin Sparks;One Step At a Time;205160;2007;102.028;pop, R&B;0.692;1;-4.672
Chingy;Holidae In;314400;2003;153.067;hip hop, pop, R&B;0.791;7;-5.909
Drake;I'm Upset;214466;2018;150.002;hip hop, pop, R&B;0.586;11;-7.866
YG;BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj);237240;2018;203.911;hip hop, pop;0.346;1;-7.709
Mariah Carey;Against All Odds (Take A Look at Me Now) (feat. Westlife);199480;2011;117.338;pop, R&B;0.514;1;-5.599
Regard;Ride It;157605;2019;117.948;pop, Dance/Electronic;0.751;7;-4.258
Dominic Fike;3 Nights;177666;2018;151.891;rock, pop;0.518;7;-6.594
Big Tymers;Still Fly;335613;2002;177.928;hip hop, pop;0.607;11;-3.538
Flume;Say It;262521;2016;75.255;Dance/Electronic;0.531;3;-6.829
Big Sean;Bounce Back;222360;2017;81.502;hip hop, pop;0.575;1;-5.628
112;It's Over Now;264933;2001;97.988;hip hop, pop, R&B;0.71;1;-4.541
David Guetta;Memories (feat. Kid Cudi);210853;2010;129.983;hip hop, pop, Dance/Electronic;0.916;8;-3.932
Iggy Azalea;Fancy;199938;2014;94.981;hip hop, pop;0.716;10;-4.141
MØ;Final Song;235826;2016;104.988;pop, Dance/Electronic;0.672;1;-6.109
Dr. Dre;I Need A Doctor;283733;2011;155.826;hip hop;0.946;3;-4.521
Polo G;Pop Out (feat. Lil Tjay);166560;2019;168.112;hip hop;0.639;1;-7.119
D12;How Come;249533;2004;89.983;hip hop, pop, rock;0.858;9;-2.221
Kasabian;Fire;252279;2009;117.029;rock;0.742;10;-5.643
Bingo Players;Get Up (Rattle) - Vocal Edit;166933;2013;127.99;pop, Dance/Electronic;0.985;7;-2.69
Ed Sheeran;Don't;219840;2014;95.049;pop;0.608;1;-7.008
Britney Spears;Circus;192360;2008;114.98;pop;0.733;6;-5.215
Madonna;Hung Up;337733;2005;125.02;pop;0.647;9;-7.695
Take That;The Flood;289359;2010;100.631;pop;0.83;11;-6.077
Chris Brown;Yeah 3x;241666;2011;130.0;hip hop, pop, R&B;0.882;11;-3.201
Diddy;Come to Me (feat. Nicole Scherzinger);276786;2006;96.998;hip hop, pop;0.485;6;-6.45
No Doubt;It's My Life;226053;2003;126.326;rock, pop;0.735;8;-5.074
Maroon 5;Don't Wanna Know (feat. Kendrick Lamar);214265;2018;100.047;pop;0.61;7;-6.124
Rae Sremmurd;Black Beatles;291893;2016;145.926;hip hop, pop;0.632;0;-6.163
Katy Perry;This Is How We Do;204285;2013;96.0;pop;0.636;9;-6.028
Arctic Monkeys;Do I Wanna Know?;272394;2013;85.03;rock;0.532;5;-7.596
Fergie;London Bridge;241306;2006;90.951;pop, R&B;0.609;1;-5.894
Shawn Mendes;Stitches;206880;2015;149.882;pop;0.754;1;-6.684
Tame Impala;The Less I Know The Better;216320;2015;116.879;metal;0.74;4;-4.083
Enrique Iglesias;I Like It;231373;2010;129.007;pop, latin;0.942;10;-2.881
Marc Anthony;You Sang To Me;347106;1999;165.98;pop, latin;0.894;10;-5.42
Razorlight;America;249760;2006;90.933;rock, pop;0.568;2;-4.975
Trey Songz;Can't Help but Wait;206413;2007;94.977;hip hop, pop, R&B;0.699;8;-5.564
Cher Lloyd;Want U Back;214013;2011;97.954;pop, Dance/Electronic;0.893;9;-2.963
Franz Ferdinand;Take Me Out;237026;2004;104.561;rock;0.663;4;-8.821
Gwen Stefani;Hollaback Girl;199853;2004;110.007;pop, R&B;0.916;10;-2.221
Tinie Tempah;Girls Like (feat. Zara Larsson);196000;2016;120.028;hip hop, pop, Dance/Electronic;0.804;0;-3.406
Blue;U Make Me Wanna - Radio Edit;222400;2003;158.108;pop;0.736;7;-6.228
Taio Cruz;Break Your Heart;201546;2010;122.01;hip hop, pop;0.934;3;-4.217
Dennis Lloyd;Nevermind;156600;2017;99.977;pop;0.688;5;-8.339
Charli Baltimore;Down 4 U;318213;2002;83.133;pop;0.59;7;-7.442
Ed Sheeran;"I See Fire - From ""The Hobbit - The Desolation Of Smaug""";300840;2013;152.037;pop;0.0549;10;-20.514
Selena Gomez;The Heart Wants What It Wants;227373;2014;83.066;pop;0.789;7;-4.874
Terror Squad;Lean Back;247426;2004;95.321;hip hop;0.916;1;-3.344
Kylie Minogue;Can't Get You out of My Head;230640;2001;126.007;pop, Dance/Electronic;0.563;9;-7.516
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;161240;2002;133.592;pop;0.764;7;-5.076
S Club 7;Don't Stop Movin';233626;2001;117.033;pop;0.672;7;-6.133
Far East Movement;Like A G6;216893;2010;124.913;hip hop, pop;0.837;3;-8.126
Shakira;La Tortura (feat. Alejandro Sanz);212893;2005;100.011;pop, latin;0.783;0;-5.367
Ashanti;Only U - No Intro;186306;2004;94.547;hip hop, pop, R&B;0.621;6;-5.576
Jay Sean;Down;212106;2009;65.997;hip hop, pop, R&B;0.695;2;-4.493
Alex Gaudino;Destination Calabria - Radio Edit;223111;2007;128.016;Dance/Electronic;0.954;2;-4.804
Hugh Jackman;The Greatest Show;302146;2017;157.92;easy listening;0.824;11;-7.36
A$AP Ferg;Plain Jane;173600;2017;170.142;hip hop, pop;0.844;11;-5.482
Bow Wow;Like You (feat. Ciara);205840;2005;82.017;hip hop, pop, R&B;0.6;6;-8.365
Timbaland;Carry Out (Featuring Justin Timberlake);232466;2009;115.68;hip hop, pop, R&B;0.574;10;-6.693
JAY-Z;Holy Grail;338413;2013;145.082;hip hop;0.534;2;-6.901
CNCO;Reggaetón Lento (Remix);188786;2017;93.984;pop, latin;0.909;4;-3.079
Akon;Bananza (Belly Dancer);238493;2004;104.838;pop;0.699;10;-5.897
Meek Mill;All Eyes on You (feat. Chris Brown & Nicki Minaj);223973;2015;77.521;hip hop, pop;0.658;11;-5.288
Camila Cabello;Never Be the Same;226973;2018;129.923;pop;0.713;0;-4.333
Lady Gaga;Telephone;220640;2009;122.014;pop;0.836;3;-5.903
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;2013;100.315;hip hop, pop;0.652;6;-7.321
Vengaboys;Shalala Lala;214819;2000;124.017;pop;0.901;2;-5.802
Destiny's Child;Jumpin', Jumpin';230200;1999;88.997;pop, R&B;0.685;1;-4.639
Lunay;Soltera - Remix;266086;2019;92.01;pop, latin;0.783;5;-4.271
Avicii;The Nights;176658;2014;125.983;pop, Dance/Electronic;0.835;6;-5.298
Silentó;Watch Me (Whip / Nae Nae);185131;2015;139.982;hip hop;0.768;8;-8.522
Icona Pop;I Love It;156773;2012;125.953;pop, Dance/Electronic;0.901;1;-2.686
Pretty Ricky;Your Body;240040;2005;90.038;hip hop, pop, R&B;0.594;4;-5.695
Donell Jones;"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)";243733;1999;103.032;pop, R&B;0.543;8;-6.166
MARINA;Primadonna;221075;2012;127.98;pop, Dance/Electronic;0.689;4;-2.671
X Ambassadors;Renegades;195200;2015;90.052;hip hop, rock, pop;0.862;2;-6.003
Fifth Harmony;All In My Head (Flex) (feat. Fetty Wap);210573;2016;95.04;pop;0.791;0;-5.194
Anastacia;Left Outside Alone;257426;2004;102.847;pop;0.746;2;-3.567
Arctic Monkeys;When The Sun Goes Down;202133;2006;169.152;rock;0.875;11;-4.758
Nicki Minaj;Super Bass;200013;2010;126.991;hip hop, pop;0.861;11;-4.339
Kesha;Blow;219973;2010;120.013;pop, Dance/Electronic;0.729;11;-3.862
Justin Timberlake;Rock Your Body;267266;2002;100.972;pop;0.714;4;-6.055
Melanie C;Never Be The Same Again;294200;1999;160.067;pop, Dance/Electronic;0.685;3;-5.153
Avant;Separated;255600;2000;108.241;pop, R&B;0.48;0;-5.564
50 Cent;Outta Control - Remix;247506;2005;92.029;hip hop, pop;0.599;8;-5.996
Duck Sauce;Barbra Streisand - Radio Edit;196533;2010;127.965;Dance/Electronic;0.922;1;-1.966
Ciara;Body Party;234040;2013;133.973;pop, R&B;0.576;2;-6.299
Coldplay;Clocks;307879;2002;130.97;rock, pop;0.749;5;-7.215
Rihanna;Pon de Replay;246960;2005;99.019;hip hop, pop, R&B;0.64;7;-8.415
Green Day;Boulevard of Broken Dreams;261266;2004;167.046;rock;0.679;8;-3.68
Clean Bandit;Symphony (feat. Zara Larsson);214866;2017;122.95;pop, Dance/Electronic;0.609;0;-4.699
Black Eyed Peas;Pump It;213066;2005;153.649;hip hop, pop;0.931;1;-3.15
Dido;White Flag;240040;2003;169.951;pop;0.525;5;-6.823
Drake;Hotline Bling;267066;2016;134.966;hip hop, pop, R&B;0.628;2;-7.863
Fatman Scoop;Be Faithful;164506;2009;101.129;hip hop;0.713;7;-6.488
LL Cool J;Control Myself;233973;2006;120.066;hip hop, pop, R&B;0.876;10;-6.556
Lil Wayne;Love Me;255053;2013;124.906;hip hop, pop;0.634;11;-6.476
Anne-Marie;2002;186986;2018;96.133;pop, Dance/Electronic;0.683;1;-2.881
Taylor Swift;...Ready For It?;208186;2017;160.015;pop;0.764;2;-6.509
Rihanna;Rude Boy;222920;2009;173.906;hip hop, pop, R&B;0.75;11;-4.496
Justin Bieber;Friends (with BloodPop®);189466;2017;104.99;pop;0.739;8;-5.35
XXXTENTACION;SAD!;166605;2018;75.023;hip hop;0.613;8;-4.88
Benny Benassi;Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz;285570;2003;130.017;pop, Dance/Electronic;0.698;11;-3.626
Aaliyah;Miss You - Main;245240;2002;109.598;hip hop, pop, R&B;0.34;10;-9.867
Lemar;If There's Any Justice;229080;2004;89.993;R&B;0.665;6;-5.348
Christina Aguilera;Come on over Baby (All I Want Is You) - Radio Version;203333;1999;118.903;pop;0.915;8;-3.205
Little Mix;Black Magic;211773;2015;111.987;pop;0.896;4;-4.467
Ashanti;Foolish;227386;2002;90.119;hip hop, pop, R&B;0.695;0;-5.763
Lily Allen;The Fear;207120;2009;134.002;pop;0.847;10;-6.948
Jimmy Eat World;The Middle;165853;2001;162.152;rock, pop;0.849;2;-5.428
Gym Class Heroes;Stereo Hearts (feat. Adam Levine);210960;2011;89.99;hip hop, pop;0.795;9;-3.293
Beyoncé;7/11;213506;2014;136.024;pop, R&B;0.705;9;-5.137
Justin Bieber;Sorry;200786;2015;99.945;pop;0.76;0;-3.669
Clean Bandit;Rather Be (feat. Jess Glynne);227833;2014;120.97;pop, Dance/Electronic;0.586;11;-6.735
OneRepublic;All The Right Moves;238000;2009;146.024;pop;0.948;0;-3.527
Pitbull;Hotel Room Service;238506;2009;126.003;hip hop, pop, latin;0.599;6;-8.164
Jennifer Lopez;Get Right;225533;2005;97.084;hip hop, pop, R&B;0.759;0;-5.096
Moloko;The Time Is Now;318280;2000;127.962;pop, Dance/Electronic;0.743;9;-10.644
Chord Overstreet;Hold On;198853;2017;119.949;pop, Folk/Acoustic;0.443;2;-9.681
A$AP Rocky;F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);233786;2013;95.967;hip hop;0.693;1;-6.87
Rich Boy;Throw Some D's;263920;2007;160.895;hip hop, pop;0.86;11;-5.181
Zedd;Clarity;271426;2012;128.006;hip hop, pop, Dance/Electronic;0.78;8;-3.464
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
Sean Paul;I'm Still in Love with You (feat. Sasha);273360;2002;87.002;hip hop, pop;0.666;7;-5.384
Britney Spears;I Wanna Go;210266;2011;130.002;pop;0.546;5;-6.55
Calvin Harris;I'm Not Alone - Radio Edit;210973;2009;130.99;hip hop, pop, Dance/Electronic;0.684;7;-6.614
99 Souls;The Girl Is Mine;216613;2016;118.991;Dance/Electronic;0.943;9;-3.6
Sak Noel;Loca People - Radio Edit;215624;2011;127.998;Dance/Electronic;0.808;11;-3.148
B.o.B;Magic (feat. Rivers Cuomo);196133;2010;82.439;hip hop, pop;0.932;8;-4.11
Billie Eilish;bury a friend;193143;2019;120.046;pop, Dance/Electronic;0.389;8;-14.505
fun.;We Are Young (feat. Janelle Monáe);250626;2012;184.086;rock, pop;0.638;10;-5.576
Britney Spears;Born to Make You Happy;243533;1999;84.11;pop;0.922;11;-4.842
DJ Khaled;I'm On One;296146;2011;149.33;hip hop, pop;0.807;11;-3.499
September;Cry for You;209800;2007;130.018;pop, Dance/Electronic;0.881;9;-3.988
Atomic Kitten;Eternal Flame - Single Version;195506;2001;83.293;pop;0.581;0;-6.867
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;2016;108.034;hip hop;0.427;6;-10.028
Miley Cyrus;Party In The U.S.A.;202066;2009;96.021;pop;0.698;10;-4.667
Crazy Town;Butterfly;216733;1999;103.502;rock, metal;0.811;9;-4.17
Rudimental;Feel the Love (feat. John Newman);245186;2013;179.911;pop, Dance/Electronic;0.706;1;-6.849
Will Young;Leave Right Now;214733;2003;81.931;pop;0.445;6;-8.674
Bruno Mars;Locked out of Heaven;233478;2012;143.994;pop;0.698;5;-4.165
Sean Kingston;Eenie Meenie;201946;2010;121.223;hip hop, pop, R&B;0.607;1;-4.168
Huey;Pop, Lock & Drop It - Video Edit;261026;2006;144.09;hip hop, pop;0.644;11;-6.863
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
Lady A;Need You Now;236440;2010;107.884;pop, country;0.717;4;-4.433
Anuel AA;China;301714;2019;105.027;latin;0.808;7;-3.702
Leona Lewis;Run;314720;2007;142.365;pop, R&B;0.462;5;-6.166
K-Ci & JoJo;Crazy;262773;2019;116.097;pop, R&B;0.644;0;-4.507
Beyoncé;Drunk in Love (feat. Jay-Z);323480;2014;140.03;pop, R&B;0.621;5;-6.902
Eve;Let Me Blow Ya Mind;230133;2001;90.032;hip hop, pop, R&B;0.557;8;-4.243
Leona Lewis;Bleeding Love;262466;2007;104.036;pop, R&B;0.656;5;-5.886
Avant;Read Your Mind;263506;2003;73.108;pop, R&B;0.381;8;-6.696
Papa Roach;Scars;208199;2004;89.782;rock, metal;0.929;11;-3.295
The Pussycat Dolls;Buttons;225560;2005;210.851;pop, R&B;0.817;2;-4.338
Britney Spears;Overprotected - Radio Edit;198600;2001;95.992;pop;0.894;0;-1.73
Katie Melua;The Closest Thing to Crazy;252466;2003;127.831;pop, easy listening, jazz;0.219;4;-13.2
3 Doors Down;When I'm Gone;260333;2002;148.095;pop, rock, metal;0.768;7;-5.611
Jordin Sparks;Battlefield;241920;2009;144.953;pop, R&B;0.634;2;-3.472
Nelly Furtado;Promiscuous;242293;2006;114.328;hip hop, pop, latin;0.97;10;-6.098
Lil Wayne;Lollipop;299333;2008;148.075;hip hop, pop;0.428;0;-9.469
Sunshine Anderson;Heard It All Before;295826;2001;96.951;pop, R&B;0.925;3;-4.209
Rihanna;Disturbia;238626;2008;124.921;hip hop, pop, R&B;0.813;11;-4.515
T-Pain;I'm Sprung;231040;2005;99.991;hip hop, pop, R&B;0.329;0;-11.617
Mann;Buzzin Remix;224333;2011;104.029;hip hop, pop;0.939;10;-4.372
Drake;Find Your Love;208946;2010;96.033;hip hop, pop, R&B;0.613;6;-6.005
JLS;Beat Again - Radio Edit;196640;2009;120.02;pop;0.93;11;-4.577
Chingy;One Call Away;276800;2003;162.519;hip hop, pop, R&B;0.821;4;-5.926
Duke Dumont;I Got U;285596;2014;120.837;pop, Dance/Electronic;0.761;9;-7.752
Lost Frequencies;Are You With Me - Radio Edit;138842;2014;121.03;pop, Dance/Electronic;0.574;5;-9.882
Chris Brown;Ayo;225226;2015;98.031;hip hop, pop, R&B;0.563;6;-5.095
Monica;So Gone;242773;2003;81.975;pop, R&B;0.552;8;-6.863
Galantis;No Money;189126;2016;126.01;pop, Dance/Electronic;0.916;6;-4.014
Lil Nas X;Old Town Road - Remix;157066;2019;136.041;hip hop, pop;0.619;6;-5.56
Lorde;Homemade Dynamite - REMIX;214254;2017;106.996;pop, Dance/Electronic;0.548;0;-4.997
B2K;Bump, Bump, Bump (feat. P. Diddy);282773;2003;95.508;hip hop, pop, R&B;0.68;1;-6.02
Christina Aguilera;"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";264893;2001;109.919;pop;0.801;5;-3.769
Yung Joc;It's Goin' Down (feat. Nitti);241840;2006;84.003;hip hop, pop;0.577;1;-7.702
Ludacris;Runaway Love;280680;2006;92.854;hip hop, pop;0.721;1;-6.97
Alanis Morissette;Hands Clean;269400;2002;99.952;pop, Folk/Acoustic;0.82;7;-5.428
David Guetta;Where Them Girls At (feat. Nicki Minaj & Flo Rida);194840;2012;129.884;hip hop, pop, Dance/Electronic;0.876;3;-3.078
Take That;Patience;202066;2006;175.788;pop;0.783;10;-4.154
Special D.;Come With Me - Radio Edit;185133;2004;139.982;pop;0.999;7;-5.077
Saving Abel;Addicted;222826;2008;138.018;rock, metal;0.864;7;-4.146
50 Cent;P.I.M.P.;249480;2003;84.722;hip hop, pop;0.772;10;-3.024
Jonas Brothers;Sucker;181026;2019;137.958;pop;0.734;1;-5.065
The Chainsmokers;This Feeling;197946;2018;105.049;pop, Dance/Electronic;0.571;1;-7.906
Demi Lovato;Heart Attack;210840;2013;173.968;pop;0.785;8;-4.802
INNA;Hot - Play & Win Radio Version;217036;2010;128.0;pop;0.939;7;-6.079
Maroon 5;This Love;206200;2002;95.051;pop;0.862;5;-4.612
Pitbull;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);252306;2011;129.024;hip hop, pop, latin;0.939;8;-3.206
Sean Paul;(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;243880;2006;95.824;hip hop, pop;0.761;8;-3.04
Destiny's Child;Independent Women, Pt. 1;221133;2001;97.954;pop, R&B;0.602;6;-3.782
Jennifer Lopez;Love Don't Cost a Thing;221226;2001;97.577;hip hop, pop, R&B;0.842;4;-5.115
D4L;Laffy Taffy;224253;2005;77.499;hip hop, pop;0.439;7;-7.994
Cobra Starship;Good Girls Go Bad (feat. Leighton Meester);196413;2009;119.964;pop, Dance/Electronic;0.874;0;-3.716
Katy Perry;Waking Up In Vegas;199186;2008;130.989;pop;0.878;5;-3.108
ScHoolboy Q;Man Of The Year;216013;2014;111.959;hip hop, pop;0.861;3;-5.234
Olly Murs;Wrapped Up (feat. Travie McCoy);185640;2014;121.989;pop, Dance/Electronic;0.848;1;-4.696
Alessia Cara;Scars To Your Beautiful;230226;2016;194.169;pop, R&B;0.739;0;-5.74
Ella Henderson;Ghost;213213;2014;104.975;pop, Dance/Electronic;0.84;9;-3.823
Madonna;Don't Tell Me;280973;2000;99.965;pop;0.618;7;-7.338
Nico & Vinz;Am I Wrong;245866;2014;119.968;hip hop, pop;0.675;8;-6.003
Sigala;Sweet Lovin' - Radio Edit;202149;2015;124.977;pop, Dance/Electronic;0.91;10;-1.231
Las Ketchup;The Ketchup Song (Aserejé) - Spanglish Version;213973;2002;184.819;set();0.923;1;-6.777
Rihanna;SOS;238920;2006;137.046;hip hop, pop, R&B;0.671;7;-4.905
David Guetta;Flames;194680;2018;93.95;hip hop, pop, Dance/Electronic;0.649;5;-5.892
NLE Choppa;Shotta Flow (feat. Blueface) [Remix];176631;2019;120.08;hip hop;0.511;2;-4.768
Destiny's Child;Bootylicious;207906;2001;103.376;pop, R&B;0.835;1;-4.386
Madcon;Beggin (original version);216146;2007;129.023;hip hop, pop;0.8;4;-5.144
Ja Rule;Livin' It Up;257066;2001;106.095;hip hop, pop, R&B;0.768;6;-4.086
Ariana Grande;break up with your girlfriend, i'm bored;190440;2019;169.999;pop;0.554;5;-5.29
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Selena Gomez;Come & Get It;231986;2013;79.979;pop;0.787;7;-4.1
Drake;Jumpman;205879;2015;142.079;hip hop, pop, R&B;0.558;1;-7.448
S Club 7;Have You Ever;201533;2001;139.909;pop;0.702;0;-5.734
112;Peaches & Cream;193093;2001;203.862;hip hop, pop, R&B;0.52;4;-6.255
Alicia Keys;Diary (feat. Tony! Toni! Tone! & Jermaine Paul);284160;2003;127.932;pop, R&B;0.465;8;-9.711
50 Cent;"Wanksta - From ""8 Mile"" Soundtrack";219400;2003;81.008;hip hop, pop;0.863;1;-3.552
